id_number,place,cat_place,age_category,sex,2.5km_seconds,5km_seconds,7.5km_seconds,total_seconds
31984,4493,946,45-54,M,915,1601,2269,2883
31985,29856,6560,35-44,M,4239,5325,6399,4598
31986,21928,5265,35-44,M,1955,2895,3814,3901
31988,12730,725,55+,M,1861,2665,3455,3383
31989,22235,1396,55+,M,4165,5088,5984,3924
31990,19077,3740,45-54,M,1812,2693,3583,3715
31993,6253,1310,45-54,M,1700,2418,3124,2998
31994,27721,1739,55+,M,4095,5184,6170,4359
31995,28799,6389,35-44,M,4667,5697,6703,4478
31997,25539,5865,35-44,M,2883,3862,4833,4168
31998,28942,6410,35-44,M,2968,4053,5099,4494
32000,6823,1430,45-54,M,1640,2357,3085,3036
32001,7000,1479,45-54,M,965,1683,2392,3048
32002,17586,3489,45-54,M,2725,3580,4447,3624
32003,6626,2094,35-44,M,3750,4456,5149,3022
32005,26248,4793,45-54,M,4025,5181,6112,4231
32006,16392,3704,23-34,M,2043,2899,3762,3564
32007,29065,6425,35-44,M,1031,2134,3251,4507
32008,27521,6209,35-44,M,4713,5697,6714,4343
32010,4098,1116,23-34,M,908,1591,2258,2852
32011,24205,4504,45-54,M,4325,5290,6240,4069
32012,21049,5092,35-44,M,3811,4730,5629,3842
32013,605,228,35-44,M,642,1207,1761,2384
32015,25070,5783,35-44,M,1905,2845,3825,4130
32016,5879,1550,23-34,M,919,1628,2326,2977
32017,15920,3619,23-34,M,1137,2001,2813,3544
32018,7239,344,55+,M,3891,4614,5306,3062
32019,7900,2012,23-34,M,1777,2561,3248,3108
32021,2690,741,23-34,M,674,1319,1967,2721
32022,26018,4758,45-54,M,4370,5396,6362,4210
32023,21864,5255,35-44,M,,4913,5825,3898
32024,14363,858,55+,M,1848,2694,3541,3467
32025,710,198,23-34,M,623,1209,1783,2414
32026,5330,1406,23-34,M,1779,2497,3206,2943
32027,3543,961,23-34,M,871,1540,2187,2807
32028,26339,5202,23-34,M,,5720,6683,4238
32029,24728,868,16-19,M,1192,2299,3239,4106
32030,7693,1959,23-34,M,1754,2508,3240,3092
32032,22450,5363,35-44,M,4204,5159,6151,3939
32033,20605,5015,35-44,M,1158,2030,2870,3809
32034,26269,6000,35-44,M,4026,5182,6112,4233
32035,3540,960,23-34,M,871,1540,2187,2807
32036,20597,3985,45-54,M,1158,2030,2870,3809
32037,20028,3874,45-54,M,989,1924,2837,3774
32038,17128,4409,35-44,M,1957,2812,3671,3600
32039,6945,1464,45-54,M,1660,2382,3115,3044
32040,15325,4026,35-44,M,1857,2704,3518,3514
32041,6678,2109,35-44,M,1693,2423,3129,3027
32042,19592,1212,55+,M,1901,2775,3652,3746
32043,29457,5214,45-54,M,4511,5544,6552,4549
32044,21710,5224,35-44,M,4221,5115,6051,3887
32045,26839,5274,23-34,M,4061,5084,6064,4280
32046,4805,1022,45-54,M,774,1469,2142,2907
32047,17091,4400,35-44,M,1864,2712,3586,3598
32048,13818,3194,23-34,M,1825,2617,3441,3439
32049,14048,828,55+,M,1713,2508,3327,3451
32050,15338,3104,45-54,M,2021,2871,3710,3515
32052,17835,4506,35-44,M,3672,4558,5449,3638
32053,21445,5172,35-44,M,4310,5278,6172,3868
32054,14891,3426,23-34,M,1883,2706,3515,3491
32056,3546,962,23-34,M,784,1441,2098,2808
32057,12430,706,55+,M,1818,2586,3381,3368
32058,9960,2408,23-34,M,1825,2598,3357,3238
32059,22160,1393,55+,M,1207,2148,3074,3919
32060,20804,4427,23-34,M,1145,2065,2970,3824
32061,22881,4317,45-54,M,,5807,6656,3970
32062,16892,4374,35-44,M,1047,1895,2693,3590
32063,15333,3102,45-54,M,817,1624,2474,3515
32065,4569,962,45-54,M,906,1594,2255,2890
32066,32448,5952,23-34,M,,5741,6844,5031
32067,18765,4122,23-34,M,3852,4724,5595,3696
32070,29006,6415,35-44,M,4619,5635,6635,4499
32071,9286,1995,45-54,M,1786,2541,3286,3193
32073,1777,86,16-19,M,822,1453,2052,2615
32074,28793,5135,45-54,M,4147,5168,6257,4477
32075,14212,478,20-22,M,,5012,5841,3459
32076,6189,1980,35-44,M,1768,2487,3179,2995
32077,20398,4979,35-44,M,901,1767,2667,3797
32080,5742,1862,35-44,M,803,1488,2183,2969
32082,18477,3628,45-54,M,3893,4753,5618,3677
32083,6450,2055,35-44,M,,4888,5603,3011
32084,23185,1465,55+,M,3840,4781,5707,3992
32087,27081,1698,55+,M,1072,2151,3207,4304
32088,4603,1223,23-34,M,640,1371,2081,2892
32089,9067,381,16-19,M,861,1613,2340,3181
32090,14764,3382,23-34,M,,5232,6040,3485
32091,18384,3610,45-54,M,,2295,3125,3672
32092,5534,1154,45-54,M,706,1428,2134,2957
32093,15048,3036,45-54,M,,4809,5633,3500
32094,24714,5720,35-44,M,,5415,6385,4105
32095,10377,2497,23-34,M,,5207,5983,3261
32097,3993,1353,35-44,M,3472,4166,4839,2844
32098,5743,1863,35-44,M,803,1488,2183,2969
32099,1250,337,23-34,M,623,1207,1804,2525
32100,21991,4189,45-54,M,4571,5498,6398,3905
32101,17503,3898,23-34,M,953,1884,2728,3620
32102,21977,4186,45-54,M,4571,5498,6398,3904
32103,21441,5171,35-44,M,860,1738,2658,3867
32104,26776,2635,23-34,F,,5514,6497,4273
32105,13927,564,16-19,M,,5259,6035,3444
32106,21431,5167,35-44,M,967,1885,2784,3866
32107,29998,5687,23-34,M,4925,5947,6952,4617
32108,22188,640,20-22,M,3707,4586,5500,3920
32109,1537,42,55+,M,618,1245,1858,2579
32110,10240,560,55+,M,833,1618,2399,3253
32112,20693,1292,55+,M,,5356,6219,3816
32113,19969,4307,23-34,M,,5258,6174,3770
32114,30869,1942,55+,M,4134,5219,6305,4752
32115,3590,1226,35-44,M,3657,4303,4947,2812
32117,24386,4536,45-54,M,4584,5515,6453,4082
32118,9289,1997,45-54,M,1785,2541,3286,3193
32119,6077,1274,45-54,M,771,1478,2158,2989
32120,21738,5228,35-44,M,1904,2774,3727,3889
32121,25991,1644,55+,M,3711,4640,5643,4208
32122,5221,1387,23-34,M,768,1460,2147,2935
32123,10755,3094,35-44,M,1684,2493,3294,3283
32124,28115,5039,45-54,M,4549,5570,6547,4404
32125,22263,4633,23-34,M,4160,5118,6002,3925
32127,31453,6827,35-44,M,4468,5614,6732,4842
32128,30105,1892,55+,M,4270,5337,6410,4632
32129,62,8,20-22,M,503,996,1477,2041
32130,5620,1169,45-54,M,843,1544,2242,2961
32131,16423,4262,35-44,M,,5529,6350,3566
32133,15435,4043,35-44,M,961,1743,2576,3520
32134,4457,1193,23-34,M,,2564,3237,2880
32135,32887,7030,35-44,M,4158,5358,6540,5146
32136,19410,4803,35-44,M,4235,5123,5990,3735
32137,19375,4215,23-34,M,4680,5558,6427,3733
32138,10759,2563,23-34,M,1684,2492,3294,3284
32139,18979,583,20-22,M,,5364,6311,3708
32140,24474,5671,35-44,M,2059,3050,4062,4088
32141,12041,3359,35-44,M,3952,4745,5518,3348
32142,8452,1809,45-54,M,1741,2494,3235,3144
32143,13110,3050,23-34,M,,4816,5611,3403
32144,27650,5378,23-34,M,4687,5652,6632,4353
32145,25329,5078,23-34,M,,5511,6498,4153
32146,16776,4347,35-44,M,3947,4789,5619,3584
32147,29734,1872,55+,M,4621,5695,6704,4584
32148,12195,3388,35-44,M,1886,2672,3448,3356
32149,16168,3234,45-54,M,3975,4800,5616,3555
32151,25948,2483,23-34,F,,5644,6786,4204
32152,9163,328,20-22,M,872,1614,2362,3187
32153,10928,3130,35-44,M,3845,4592,5359,3293
32154,15010,3971,35-44,M,961,1742,2576,3498
32155,25251,5068,23-34,M,4593,5583,6512,4146
32156,15342,4028,35-44,M,,5374,6181,3515
32157,4917,1299,23-34,M,875,1593,2256,2915
32158,16226,4228,35-44,M,913,1771,2611,3557
32159,15625,4091,35-44,M,4080,4928,5754,3529
32160,13771,3706,35-44,M,1974,2786,3586,3436
32161,3623,991,23-34,M,779,1452,2101,2814
32164,15449,4048,35-44,M,961,1743,2576,3521
32165,23521,4408,45-54,M,4451,5434,6337,4015
32168,13949,3741,35-44,M,3652,4477,5304,3445
32169,28111,5038,45-54,M,4548,5570,6547,4404
32170,30979,6738,35-44,M,5074,6089,7250,4770
32172,628,236,35-44,M,585,1173,1738,2390
32173,15025,3450,23-34,M,961,1743,2576,3498
32174,11742,3291,35-44,M,,5107,5887,3333
32175,4929,1303,23-34,M,1652,2332,3015,2915
32176,19715,3817,45-54,M,4150,5019,5866,3753
32178,4800,1266,23-34,M,3511,4188,4849,2906
32179,22001,4191,45-54,M,1326,2357,3206,3906
32180,6519,275,16-19,M,1688,2368,,3016
32181,6910,1786,23-34,M,909,1645,2361,3041
32182,1495,557,35-44,M,3449,4054,4654,2571
32183,13572,2813,45-54,M,987,1781,2578,3425
32184,5755,1867,35-44,M,811,1550,2229,2969
32185,11832,3307,35-44,M,1729,2500,3285,3337
32186,1514,304,45-54,M,664,1286,1889,2574
32187,31776,6870,35-44,M,1280,2413,3552,4900
32188,5734,1520,23-34,M,1810,2494,3199,2968
32190,19081,4744,35-44,M,2018,2921,3817,3715
32191,31251,6792,35-44,M,4755,5819,6876,4807
32193,22768,5418,35-44,M,4266,5242,6151,3962
32194,4468,939,45-54,M,912,1610,2272,2881
32195,16347,4247,35-44,M,1853,2671,3533,3563
32196,13584,3663,35-44,M,987,1781,2579,3426
32197,21129,4068,45-54,M,2872,3804,4703,3847
32199,15879,3607,23-34,M,,1770,2626,3542
32200,22038,1382,55+,M,2775,3669,4596,3909
32201,20413,3945,45-54,M,3965,4857,5754,3798
32202,27376,6188,35-44,M,4210,5015,5784,4331
32203,9732,355,20-22,M,,1705,2517,3222
32204,10479,2234,45-54,M,3744,4518,5273,3267
32205,14443,864,55+,M,2006,2827,3642,3470
32206,13694,556,16-19,M,3575,4424,5294,3432
32207,9064,1949,45-54,M,1685,2454,3202,3181
32208,33195,5665,45-54,M,4800,5970,7196,5263
32209,12860,3540,35-44,M,1749,2585,3376,3390
32210,8267,2523,35-44,M,896,1627,2355,3131
32211,12321,3419,35-44,M,3649,4468,5245,3362
32212,22736,5412,35-44,M,,2364,3310,3960
32213,7880,284,20-22,M,3894,4624,5304,3107
32215,10968,617,55+,M,1858,2618,3384,3296
32216,392,73,45-54,M,581,1140,1683,2312
32218,22773,799,16-19,M,3721,4673,5649,3962
32219,29016,6416,35-44,M,4363,5430,6477,4500
32223,29002,5161,45-54,M,4322,5340,6442,4498
32224,24761,5730,35-44,M,4375,5364,6339,4109
32225,18123,1107,55+,M,877,1747,2608,3656
32226,11014,2344,45-54,M,1778,2548,3314,3298
32227,17275,1052,55+,M,1991,2836,3679,3607
32228,9074,2703,35-44,M,812,1550,2296,3181
32230,2029,419,45-54,M,783,1409,2019,2650
32233,30344,1911,55+,M,1279,2391,3424,4673
32234,15440,3127,45-54,M,1772,2587,3423,3520
32235,19458,4231,23-34,M,2055,2957,3843,3737
32237,9188,1974,45-54,M,1755,2515,3257,3188
32240,22135,5305,35-44,M,2833,3749,4687,3917
32241,30535,6664,35-44,M,4923,5985,6923,4701
32242,11638,3277,35-44,M,4673,5471,6212,3328
32243,28284,6312,35-44,M,4282,5315,6347,4422
32247,17055,1039,55+,M,2772,3642,4484,3597
32248,26370,6016,35-44,M,1044,2039,3102,4241
32249,17806,3954,23-34,M,3941,4810,5698,3636
32251,4139,1128,23-34,M,882,1561,2242,2855
32252,30422,5352,45-54,M,4684,5737,6751,4685
32253,28049,6282,35-44,M,4260,5307,6332,4397
32254,13166,2735,45-54,M,1785,2594,3390,3406
32255,26920,6097,35-44,M,,5810,6740,4288
32257,5194,1090,45-54,M,939,1624,2302,2934
32258,26534,5236,23-34,M,,4966,5955,4255
32259,10970,2334,45-54,M,834,1601,2377,3296
32261,2884,605,45-54,M,660,1302,1955,2744
32262,15550,3547,23-34,M,906,1739,2591,3525
32263,16221,4225,35-44,M,1986,2832,3663,3557
32264,25124,4634,45-54,M,4683,5633,6514,4135
32265,12431,2609,45-54,M,3829,4582,5349,3368
32266,4690,989,45-54,M,928,1610,2283,2898
32267,7045,337,55+,M,981,1711,2408,3051
32268,8281,416,55+,M,1787,2513,3247,3132
32269,451,128,23-34,M,581,1144,1694,2342
32270,7157,1836,23-34,M,918,1644,2367,3058
32271,25900,4742,45-54,M,4760,5750,6703,4198
32272,21897,5259,35-44,M,4046,4976,5836,3900
32275,22950,5449,35-44,M,2977,3948,4870,3976
32276,2302,824,35-44,M,667,1317,1958,2677
32277,23358,5503,35-44,M,4552,5488,6421,4004
32278,1438,288,45-54,M,667,1285,1886,2559
32280,17973,3562,45-54,M,,4943,5784,3646
32281,14020,3758,35-44,M,1950,2759,3564,3449
32282,3084,841,23-34,M,1649,2310,2968,2765
32283,28914,1820,55+,M,4386,5419,6442,4490
32284,23872,5586,35-44,M,3932,4880,5820,4044
32285,33869,2173,55+,M,5164,6523,7835,5705
32286,3886,809,45-54,M,810,1483,2141,2836
32287,5006,1650,35-44,M,1653,2341,3053,2922
32288,22636,5395,35-44,M,4041,4980,5877,3952
32289,811,304,35-44,M,635,1217,1792,2441
32290,10187,2451,23-34,M,,4628,5391,3251
32292,20984,4452,23-34,M,3940,4810,5699,3837
32293,13004,3026,23-34,M,1938,2759,3555,3398
32294,16384,3272,45-54,M,3853,4667,5506,3564
32295,9208,2264,23-34,M,3991,4777,5515,3189
32299,29446,1851,55+,M,1138,2250,3368,4548
32300,16158,3232,45-54,M,3982,4818,5629,3554
32301,8166,2063,23-34,M,1857,2614,3363,3125
32302,28682,5520,23-34,M,4287,5344,6379,4464
32303,5957,1914,35-44,M,3651,4348,5023,2982
32304,3716,777,45-54,M,892,1571,2205,2822
32305,15854,519,20-22,M,,2463,3282,3540
32306,3736,1265,35-44,M,828,1501,2142,2823
32307,8843,2195,23-34,M,2671,3420,4164,3168
32308,672,257,35-44,M,575,1150,1717,2401
32309,10710,2273,45-54,M,1939,2715,3482,3280
32310,9150,2247,23-34,M,3824,4563,5287,3186
32311,16101,3221,45-54,M,1145,2026,2838,3552
32312,1781,666,35-44,M,696,1310,1919,2615
32313,5984,1576,23-34,M,,5045,5754,2983
32314,3779,788,45-54,M,822,1487,2144,2827
32315,6271,1646,23-34,M,1636,2340,,2999
32317,7283,2274,35-44,M,776,1494,2233,3066
32318,26945,4873,45-54,M,4972,5897,6802,4290
32320,10921,2323,45-54,M,925,1695,2469,3293
32322,4863,1613,35-44,M,1637,2334,3038,2911
32323,11317,2691,23-34,M,,5296,6088,3313
32325,7953,2435,35-44,M,3570,4300,5025,3112
32326,22847,1443,55+,M,2796,3878,4757,3967
32327,6867,2173,35-44,M,926,1642,2344,3039
32329,9759,2087,45-54,M,1862,2631,3387,3224
32330,6064,1268,45-54,M,957,1680,2381,2988
32331,15797,3181,45-54,M,4029,4894,5724,3538
32332,27506,1727,55+,M,,5835,6768,4342
32333,29840,5659,23-34,M,,5867,6927,4596
32334,32840,5994,23-34,M,,5903,7090,5133
32335,27094,5312,23-34,M,4883,5868,6725,4306
32336,16800,3779,23-34,M,,5434,6281,3585
32337,20339,4363,23-34,M,2077,2997,3891,3793
32338,19112,4171,23-34,M,,2755,3659,3717
32339,1231,331,23-34,M,630,1223,1833,2520
32340,13210,2746,45-54,M,,2716,3512,3407
32341,29597,6519,35-44,M,4121,5291,6338,4566
32343,21081,4057,45-54,M,4210,5108,6014,3844
32344,20848,4433,23-34,M,1556,2488,3398,3827
32345,12883,3004,23-34,M,3852,4669,5449,3392
32346,16583,3312,45-54,M,1404,2246,3079,3574
32347,28828,6393,35-44,M,4965,6002,6997,4482
32349,725,139,45-54,M,610,1193,1765,2419
32350,29758,5254,45-54,M,4679,5718,6712,4586
32351,6694,1415,45-54,M,916,1634,2343,3029
32353,5232,228,55+,M,942,1628,2295,2935
32354,227,81,35-44,M,560,1096,1620,2223
32355,3731,781,45-54,M,892,1571,2206,2823
32357,8902,2204,23-34,M,,5160,5886,3172
32358,23690,4844,23-34,M,,5484,6447,4029
32359,4573,1528,35-44,M,,,5676,2890
32360,1915,716,35-44,M,761,1377,1980,2635
32363,25119,4633,45-54,M,2026,3035,3983,4135
32365,6023,1258,45-54,M,2579,3300,4009,2986
32367,32299,5933,23-34,M,,6026,7061,4998
32369,26536,1674,55+,M,4147,5105,6104,4255
32371,29883,6564,35-44,M,4118,5160,6271,4600
32372,29537,5224,45-54,M,4982,5942,6920,4559
32374,17455,3465,45-54,M,822,1621,2595,3617
32375,32306,2043,55+,M,,6025,7061,4999
32376,15801,958,55+,M,1865,2691,3515,3538
32377,3752,1020,23-34,M,879,1573,2245,2824
32378,18858,575,20-22,M,2794,3704,4565,3701
32379,16868,3788,23-34,M,1848,2687,3528,3589
32380,17749,3521,45-54,M,1034,1926,2782,3633
32381,22120,1390,55+,M,960,1912,2845,3916
32382,7575,321,16-19,M,2856,3599,4310,3084
32383,20509,4387,23-34,M,,4897,5770,3803
32384,32392,5943,23-34,M,2276,3456,4613,5017
32385,21192,5116,35-44,M,,5426,6349,3851
32387,22712,4709,23-34,M,4538,5465,6397,3958
32388,11035,3152,35-44,M,1692,2456,3228,3299
32389,8178,2497,35-44,M,1842,2580,3299,3126
32390,29258,6462,35-44,M,,5807,6802,4528
32391,9994,2922,35-44,M,,5048,5836,3240
32392,11208,2667,23-34,M,2725,3543,4335,3307
32393,26333,5200,23-34,M,,5720,6683,4238
32394,12247,2580,45-54,M,1924,2742,3520,3357
32395,4704,1565,35-44,M,1692,2372,3062,2900
32396,11168,2375,45-54,M,1774,2555,3355,3305
32397,11145,631,55+,M,1774,2556,3355,3304
32398,13763,2846,45-54,M,2791,3603,4396,3435
32399,25026,4623,45-54,M,,5757,6651,4127
32400,10207,2455,23-34,M,3640,4447,5197,3251
32401,15341,3508,23-34,M,1745,2553,3399,3515
32402,10409,582,55+,M,1906,2678,3424,3263
32403,17837,3959,23-34,M,1911,2777,3643,3638
32404,8492,2143,23-34,M,716,1467,2218,3147
32405,10868,2598,23-34,M,1810,2604,3385,3290
32406,16388,3273,45-54,M,2026,2850,3679,3564
32407,23081,4761,23-34,M,4702,5640,6541,3986
32408,23883,1517,55+,M,3927,4874,5824,4045
32409,31603,6842,35-44,M,4393,5577,6698,4864
32410,20553,3976,45-54,M,,5089,5945,3806
32411,27734,4981,45-54,M,4135,5167,6177,4360
32413,18301,3601,45-54,M,3933,4832,5678,3665
32414,31742,5502,45-54,M,,2877,3931,4892
32415,12140,2561,45-54,M,939,1732,2511,3353
32416,25640,4712,45-54,M,4359,5349,6311,4177
32417,23257,4375,45-54,M,,5439,6391,3998
32418,13170,535,16-19,M,2812,3597,4415,3406
32419,17578,3488,45-54,M,2002,2842,3702,3624
32420,23468,5518,35-44,M,3001,3929,4867,4012
32421,19871,3847,45-54,M,941,1791,2682,3764
32422,6642,1406,45-54,M,1650,2369,3078,3024
32424,11109,2364,45-54,M,1827,2600,3364,3302
32425,14194,3272,23-34,M,3680,4448,5283,3458
32426,7094,260,20-22,M,996,1736,2440,3054
32427,21608,4535,23-34,M,1196,2085,2968,3881
32428,15899,962,55+,M,1989,2799,3655,3543
32430,3686,1254,35-44,M,,1613,2248,2820
32431,30075,6591,35-44,M,4742,5802,6807,4629
32432,25715,5122,23-34,M,1166,2140,3149,4183
32433,25661,4714,45-54,M,4150,5154,6120,4179
32435,22274,4637,23-34,M,3949,4831,5768,3926
32436,1182,438,35-44,M,667,1259,1839,2512
32437,5133,1366,23-34,M,865,1575,2264,2930
32438,14299,3293,23-34,M,1856,2668,3484,3463
32439,27654,1735,55+,M,4933,5932,6893,4353
32440,8934,1918,45-54,M,,2587,3327,3174
32441,3692,1007,23-34,M,,1613,2248,2820
32442,15806,3593,23-34,M,1939,2775,3596,3538
32443,25963,5945,35-44,M,2942,3993,4957,4206
32444,18818,4134,23-34,M,1941,2797,3656,3699
32446,8777,1879,45-54,M,3685,4416,5186,3165
32447,20549,3975,45-54,M,2114,3055,3951,3806
32448,33927,7142,35-44,M,4328,5641,6906,5813
32449,32781,7013,35-44,M,4728,5815,7063,5115
32450,2113,773,35-44,M,751,1389,2014,2658
32451,30116,5704,23-34,M,4407,5595,6599,4633
32453,16196,4212,35-44,M,3756,4606,5456,3556
32454,5880,1551,23-34,M,1645,2367,,2977
32459,24443,4947,23-34,M,3873,4824,5753,4085
32460,30064,6589,35-44,M,4742,5801,6806,4628
32462,6949,2186,35-44,M,1690,2414,3089,3044
32463,15648,4094,35-44,M,978,1802,2615,3530
32464,16752,4340,35-44,M,1719,2701,3563,3583
32467,15685,3165,45-54,M,979,1814,2651,3533
32469,15014,3031,45-54,M,892,1721,2522,3498
32470,18787,4684,35-44,M,1108,1988,2857,3697
32471,16406,3276,45-54,M,1774,2645,3513,3565
32474,13634,3167,23-34,M,1103,1952,2676,3429
32475,2641,926,35-44,M,772,1415,2043,2716
32476,21273,5134,35-44,M,1054,1961,2854,3855
32477,33882,6089,23-34,M,4227,5604,6866,5738
32478,576,164,23-34,M,589,1168,1734,2376
32479,931,188,45-54,M,632,1213,1801,2460
32481,16491,4279,35-44,M,3654,4480,5347,3569
32483,9275,2757,35-44,M,1920,2659,3380,3193
32484,24972,5770,35-44,M,1437,2354,3308,4124
32486,3980,1345,35-44,M,849,1548,2230,2843
32487,8381,424,55+,M,1733,2481,3213,3139
32488,18583,4658,35-44,M,1840,2704,3561,3683
32489,22258,4228,45-54,M,4231,5185,6092,3925
32490,21268,4489,23-34,M,1949,2846,3740,3855
32492,21526,5191,35-44,M,3961,4887,5772,3873
32493,33287,6039,23-34,M,,5809,6868,5300
32494,8340,1784,45-54,M,1892,2615,3338,3137
32496,24231,1532,55+,M,4158,5117,6052,4071
32498,14546,3337,23-34,M,,5198,5978,3475
32499,9233,1984,45-54,M,802,1551,2308,3190
32500,10815,2300,45-54,M,772,1507,2272,3287
32502,22305,4231,45-54,M,4193,5147,6072,3928
32505,32624,6981,35-44,M,4937,6077,7232,5072
32506,11968,3333,35-44,M,3625,4423,5214,3344
32507,15539,3142,45-54,M,,2788,3614,3525
32508,29859,5269,45-54,M,1978,3013,4037,4598
32509,25813,4733,45-54,M,4038,5022,5992,4192
32511,5025,1654,35-44,M,759,1433,2130,2923
32513,16411,3277,45-54,M,4019,4847,5637,3565
32514,12493,711,55+,M,1968,2761,3529,3371
32515,2377,659,23-34,M,760,1407,2038,2685
32516,1586,319,45-54,M,715,1326,1916,2585
32517,4216,166,55+,M,808,1501,2157,2861
32518,14567,3886,35-44,M,1776,2593,3430,3476
32519,26988,6109,35-44,M,1137,2080,2922,4295
32520,5735,1195,45-54,M,3678,4336,5020,2968
32521,27737,6241,35-44,M,4136,5168,6177,4361
32523,12401,2904,23-34,M,985,1815,2614,3366
32524,24221,4506,45-54,M,1759,2733,3579,4071
32525,27232,4915,45-54,M,1177,2202,3182,4317
32526,8481,2566,35-44,M,1650,2395,3148,3146
32527,25486,699,20-22,M,4134,5138,6110,4165
32528,8965,2677,35-44,M,,2689,3428,3176
32529,16608,1008,55+,M,1817,2656,3498,3575
32530,31905,5517,45-54,M,4843,5914,6953,4922
32531,27366,5341,23-34,M,4341,5348,6375,4330
32532,6363,299,55+,M,967,1697,2390,3005
32533,13925,821,55+,M,1786,2571,3371,3444
32535,1890,705,35-44,M,736,1361,1976,2631
32536,22694,211,55+,F,970,1880,2832,3957
32537,17757,3942,23-34,M,4115,4962,5793,3633
32538,30418,1917,55+,M,4597,5644,6652,4684
32540,28670,5119,45-54,M,1017,2134,3208,4464
32541,4884,210,55+,M,3491,4179,4868,2912
32542,29570,1858,55+,M,,6065,7066,4562
32543,1842,487,23-34,M,1586,2217,2858,2624
32546,19174,4180,23-34,M,4007,4860,5763,3721
32547,1207,450,35-44,M,1540,2153,2748,2516
32548,5421,1775,35-44,M,1628,2350,3054,2950
32549,6339,264,16-19,M,,5089,5807,3004
32551,26124,4773,45-54,M,4040,5037,6017,4220
32552,8923,2208,23-34,M,1870,2610,3358,3173
32553,13881,2861,45-54,M,1937,2720,3511,3442
32554,17613,544,20-22,M,4015,4880,5714,3626
32555,13830,3719,35-44,M,1882,2688,3498,3439
32557,12425,2607,45-54,M,1791,2591,3384,3367
32558,11531,2438,45-54,M,827,1616,2406,3323
32559,20503,4385,23-34,M,2021,2911,3906,3802
32560,11996,2525,45-54,M,3891,4667,5429,3346
32561,10961,389,20-22,M,3850,4624,5372,3295
32563,98,30,35-44,M,520,1028,1528,2099
32565,21546,4135,45-54,M,1354,2262,3161,3876
32567,26188,4782,45-54,M,,5719,6684,4225
32568,1380,374,23-34,M,577,1176,1811,2546
32569,1296,265,45-54,M,658,1255,1844,2533
32570,6266,2003,35-44,M,3570,4270,4972,2999
32572,9931,2125,45-54,M,1963,2749,3470,3236
32573,6231,110,45-54,F,932,1641,2353,2997
32574,7417,1563,45-54,M,813,1546,2261,3075
32578,3257,122,20-22,M,698,1354,2003,2782
32579,17907,4522,35-44,M,1776,2557,3562,3642
32580,31180,994,16-19,M,3934,5119,6304,4795
32581,12093,3370,35-44,M,1809,2606,3409,3351
32582,23902,4462,45-54,M,3758,4751,5688,4046
32583,30365,6636,35-44,M,4673,5733,6772,4676
32584,13647,2828,45-54,M,1803,2607,3418,3429
32586,23169,4365,45-54,M,,5311,6253,3991
32587,13862,3206,23-34,M,,2589,3413,3441
32588,20924,4031,45-54,M,1987,2863,3770,3831
32589,3471,727,45-54,M,771,1422,2070,2800
32590,2679,105,20-22,M,1742,2387,3003,2720
32591,19309,1186,55+,M,4043,4942,5793,3728
32592,25278,5824,35-44,M,1914,2891,3908,4149
32593,20616,3987,45-54,M,1053,1929,2823,3810
32594,27545,6216,35-44,M,4022,5025,6025,4345
32596,11224,3194,35-44,M,,2677,3431,3307
32597,15431,3126,45-54,M,1884,2719,3566,3519
32598,9380,2016,45-54,M,3670,4383,5132,3198
32599,18668,3659,45-54,M,1850,2712,3606,3689
32600,22479,4261,45-54,M,2908,3868,4809,3941
32601,10667,2549,23-34,M,,2218,3003,3277
32602,15566,3100,45-54,M,,5545,6322,3413
32604,333,20,16-19,M,670,1194,1728,2286
32605,13847,3203,23-34,M,,5322,6126,3440
32607,10924,2613,23-34,M,1732,2474,3272,3293
32609,29804,6553,35-44,M,4083,5270,6349,4592
32610,14263,3285,23-34,M,2026,2871,3701,3461
32611,4087,843,45-54,M,3483,4162,4850,2851
32612,22175,4217,45-54,M,4012,4926,5831,3920
32614,4598,967,45-54,M,812,1516,2192,2892
32615,22858,4309,45-54,M,1188,2136,3054,3968
32616,31120,6763,35-44,M,4817,5919,6955,4789
32617,12145,2847,23-34,M,1977,2791,3569,3353
32618,27991,5014,45-54,M,4848,5769,6807,4389
32619,14803,894,55+,M,1914,2740,3554,3487
32620,14467,3319,23-34,M,1707,2575,3443,3471
32622,5754,1199,45-54,M,840,1546,2238,2969
32623,25768,2462,23-34,F,,5352,6344,4188
32624,25182,4643,45-54,M,4263,5265,6229,4141
32626,31121,6764,35-44,M,4815,5919,6956,4789
32628,32529,5589,45-54,M,4751,5873,6960,5052
32629,17562,3482,45-54,M,1134,2024,2867,3623
32630,31119,6762,35-44,M,4815,5919,6955,4789
32631,22255,4632,23-34,M,4285,5235,6116,3925
32633,6457,1350,45-54,M,818,1530,2231,3012
32634,3456,723,45-54,M,878,1542,2181,2799
32635,25874,1633,55+,M,4533,5506,6465,4196
32636,25739,5124,23-34,M,4363,5352,6345,4185
32637,33715,2311,45-54,F,4447,5603,7338,5530
32639,17465,3467,45-54,M,,5186,6018,3618
32640,22742,647,20-22,M,4207,5158,6068,3960
32642,11242,2383,45-54,M,1927,2718,3487,3308
32644,29211,6452,35-44,M,4810,5830,6757,4522
32645,29217,6453,35-44,M,2004,3023,3950,4522
32646,7150,1833,23-34,M,954,1681,2408,3058
32647,21460,5176,35-44,M,4351,5312,6226,3869
