id_number,place,cat_place,age_category,sex,2.5km_seconds,5km_seconds,7.5km_seconds,total_seconds
3001,6365,2028,35-44,M,697,1422,2153,3006
3002,2155,450,45-54,M,598,1256,1892,2663
3003,11204,634,55+,M,742,1473,2288,3307
3005,17399,4451,35-44,M,913,1764,2620,3616
3006,17506,3472,45-54,M,914,1763,2620,3621
3007,20010,732,16-19,M,768,1653,2583,3773
3009,5758,246,16-19,M,704,1432,2125,2970
3010,6539,1701,23-34,M,858,1533,2203,3018
3011,5292,1731,35-44,M,749,1436,2127,2941
3012,11914,2807,23-34,M,810,1592,2381,3342
3013,33022,5648,45-54,M,1147,2324,3469,5196
3014,19375,4796,35-44,M,953,1864,2711,3734
3015,28276,938,16-19,M,1066,2069,3067,4424
3016,24328,5648,35-44,M,1017,1969,2915,4079
3018,9823,2881,35-44,M,738,1465,2253,3229
3020,997,22,55+,M,616,1196,1753,2474
3021,12316,2594,45-54,M,873,1669,2435,3363
3023,2600,544,45-54,M,702,1324,1939,2713
3024,14452,2945,45-54,M,860,1678,2486,3471
3025,25426,5847,35-44,M,981,1942,2851,4163
3026,10179,2962,35-44,M,,1475,2241,3251
3027,3067,148,16-19,M,735,1406,2031,2764
3028,24223,4505,45-54,M,1066,2048,3008,4072
3029,18752,705,16-19,M,733,1641,2635,3696
3031,1897,709,35-44,M,664,1280,1900,2634
3032,4134,1127,23-34,M,660,1330,2022,2855
3034,16574,3311,45-54,M,923,1814,2659,3575
3035,27014,4880,45-54,M,1033,2045,3049,4300
3036,368,69,45-54,M,549,1109,1654,2303
3037,1818,370,45-54,M,664,1292,1886,2621
3038,14853,3416,23-34,M,813,1660,2486,3491
3039,9328,2003,45-54,M,861,1609,2342,3196
3040,6917,1788,23-34,M,793,1521,2202,3042
3042,4753,1010,45-54,M,723,1402,2080,2904
3043,4865,209,55+,M,749,1452,2120,2911
3044,27639,921,16-19,M,1059,2105,3117,4354
3045,16716,1011,55+,M,836,1682,2547,3583
3046,22756,4291,45-54,M,950,1889,2825,3962
3047,2965,1035,35-44,M,663,1298,1951,2753
3048,1746,51,55+,M,649,1258,1866,2610
3049,2865,1000,35-44,M,618,1263,1924,2742
3050,1815,369,45-54,M,649,1282,1894,2620
3051,885,179,45-54,M,584,1183,1768,2453
3052,11142,3174,35-44,M,791,1553,2326,3305
3053,9705,2358,23-34,M,739,1502,2289,3221
3054,3440,935,23-34,M,750,1423,2062,2798
3055,27537,5362,23-34,M,1073,2117,3090,4346
3056,1770,85,16-19,M,615,1232,1856,2614
3057,739,146,45-54,M,575,1173,1756,2423
3058,3592,977,23-34,M,666,1309,1958,2813
3060,21469,4513,23-34,M,996,1903,2837,3870
3062,8966,1924,45-54,M,752,1486,2231,3177
3063,15084,3039,45-54,M,820,1656,2484,3504
3064,1704,636,35-44,M,647,1270,1871,2603
3065,5478,243,55+,M,694,1421,2130,2954
3066,4810,1268,23-34,M,739,1431,2105,2907
3067,4158,1399,35-44,M,710,1396,2068,2857
3068,3200,671,45-54,M,681,1341,1988,2776
3069,18162,4015,23-34,M,928,1831,2690,3658
3070,6693,2117,35-44,M,741,1446,2155,3029
3071,3365,1161,35-44,M,700,1331,1998,2791
3074,11715,2474,45-54,M,,1579,2373,3333
3075,23425,5509,35-44,M,1030,1955,2879,4010
3076,7515,1589,45-54,M,755,1441,2171,3081
3077,11678,476,16-19,M,,1727,2480,3331
3079,2725,755,23-34,M,778,1388,1986,2727
3080,250,77,23-34,M,534,1098,1636,2237
3081,6692,2116,35-44,M,741,1447,2156,3029
3082,2585,539,45-54,M,696,1343,1972,2712
3083,25421,5846,35-44,M,989,1983,2984,4162
3084,379,139,35-44,M,602,1153,1688,2307
3085,3435,932,23-34,M,682,1339,1995,2798
3086,14578,873,55+,M,885,1720,2528,3477
3087,5534,1804,35-44,M,714,1415,2111,2957
3088,12295,2874,23-34,M,838,1627,2425,3362
3089,3253,123,20-22,M,625,1300,1983,2782
3090,9622,2060,45-54,M,822,1598,2337,3215
3092,4617,1229,23-34,M,685,1366,2049,2893
3093,8743,1872,45-54,M,,1550,2281,3164
3094,9996,2421,23-34,M,793,1547,2319,3241
3095,27412,4938,45-54,M,1040,2108,3128,4334
3096,22865,5433,35-44,M,942,1825,2713,3970
3097,15053,3457,23-34,M,859,1701,2527,3502
3098,26775,712,20-22,M,1076,2107,3088,4275
3099,1184,248,45-54,M,638,1230,1810,2513
3101,33249,5669,45-54,M,1222,2404,3560,5286
3102,2054,66,55+,M,671,1308,1922,2653
3103,17496,3894,23-34,M,871,1752,2613,3620
3104,2226,466,45-54,M,645,1280,1909,2671
3105,15067,598,16-19,M,875,1717,2541,3503
3106,15419,4046,35-44,M,902,1779,2599,3521
3107,4799,1265,23-34,M,680,1368,2071,2907
3108,1637,334,45-54,M,631,1253,1860,2592
3109,14116,3258,23-34,M,833,1641,2473,3455
3111,7600,2350,35-44,M,836,1561,2273,3087
3112,20318,4968,35-44,M,957,1859,2764,3793
3113,453,174,35-44,M,567,1128,1679,2343
3114,3779,791,45-54,M,750,1434,2072,2828
3115,7485,277,20-22,M,,1435,2204,3079
3116,3334,1153,35-44,M,693,1335,1986,2789
3118,26377,5213,23-34,M,1026,1977,2978,4243
3119,30450,979,16-19,M,1053,2089,3151,4692
3120,9236,2264,23-34,M,705,1447,2247,3191
3121,225,64,23-34,M,525,1065,1602,2223
3122,28393,1778,55+,M,956,1978,3019,4437
3123,18680,3664,45-54,M,876,1745,2637,3691
3124,33089,7055,35-44,M,1190,2567,3798,5227
3125,29094,5571,23-34,M,,2054,3048,4511
3126,754,149,45-54,M,589,1178,1754,2428
3128,10810,2297,45-54,M,,1682,2436,3288
3129,23235,5482,35-44,M,1019,1942,2856,3997
3130,2085,759,35-44,M,639,1266,1891,2655
3131,79,22,35-44,M,491,994,1485,2068
3132,3678,1002,23-34,M,700,1379,2040,2820
3133,4378,922,45-54,M,732,1412,2080,2874
3134,3249,117,55+,M,750,1405,2031,2782
3135,1040,290,23-34,M,620,1218,1798,2483
3136,1264,468,35-44,M,672,1269,1852,2528
3137,20486,4384,23-34,M,945,1865,2811,3803
3139,1037,289,23-34,M,598,1210,1799,2482
3140,958,197,45-54,M,618,1205,1776,2466
3141,21157,4072,45-54,M,,1781,2658,3850
3142,14375,3838,35-44,M,870,1682,2479,3468
3143,463,177,35-44,M,570,1133,1690,2346
3145,2570,536,45-54,M,667,1323,1956,2710
3146,5886,1894,35-44,M,779,1514,2192,2978
3147,19148,4759,35-44,M,912,1750,2584,3721
3148,3407,1174,35-44,M,,1339,1986,2795
3149,7088,1823,23-34,M,698,1461,2183,3054
3150,2399,668,23-34,M,574,1229,1886,2688
3151,28501,6339,35-44,M,1080,2235,3248,4446
3152,25377,1608,55+,M,1028,1991,2932,4159
3154,26797,5270,23-34,M,1197,2186,3120,4277
3156,2769,968,35-44,M,692,1346,1979,2731
3157,14843,593,16-19,M,818,1690,2550,3491
3158,3903,1322,35-44,M,739,1415,2063,2837
3159,5836,1538,23-34,M,785,1500,2181,2975
3160,18830,4135,23-34,M,812,1631,2505,3701
3161,19269,3761,45-54,M,792,1670,2611,3727
3163,7335,210,35-44,F,804,1539,2242,3070
3164,2290,485,45-54,M,693,1337,1952,2677
3165,15580,1003,23-34,F,833,1664,2485,3528
3167,3046,1057,35-44,M,683,1353,2003,2761
3168,15569,3551,23-34,M,860,1697,2518,3528
3169,1457,397,23-34,M,628,1239,1843,2563
3171,8832,2645,35-44,M,756,1493,2239,3168
3172,15507,851,35-44,F,831,1663,2484,3525
3173,26439,5222,23-34,M,1100,2147,3132,4248
3174,6582,1384,45-54,M,774,1489,2196,3020
3175,1872,698,35-44,M,644,1247,1885,2629
3176,165,56,35-44,M,522,1043,1548,2169
3177,2183,455,45-54,M,646,1295,1920,2667
3178,628,119,45-54,M,585,1160,1728,2390
3179,14996,3024,45-54,M,820,1691,2551,3498
3180,2844,993,35-44,M,685,1330,1972,2740
3181,3786,793,45-54,M,750,1435,2074,2829
3182,5583,1162,45-54,M,723,1432,2123,2960
3184,9305,2280,23-34,M,771,1628,2334,3195
3185,1853,493,23-34,M,640,1283,1914,2626
3186,4001,830,45-54,M,751,1407,2060,2845
3187,15776,3177,45-54,M,894,1739,2574,3538
3188,10175,2180,45-54,M,767,1493,2265,3251
3189,19,5,35-44,M,464,932,1385,1929
3190,547,208,35-44,M,559,1129,1696,2368
3191,3832,1297,35-44,M,706,1396,2054,2832
3192,8414,303,20-22,M,838,1563,2287,3142
3193,24769,5732,35-44,M,1053,2003,2933,4111
3194,23766,5575,35-44,M,1077,2068,2994,4037
3195,27143,6139,35-44,M,1080,2056,2988,4312
3196,20036,4922,35-44,M,,1803,2654,3775
3198,25095,5787,35-44,M,1011,1980,2929,4134
3199,16549,3305,45-54,M,,1772,2632,3573
3202,1754,654,35-44,M,644,1245,1863,2612
3203,330,119,35-44,M,545,1097,1640,2284
3204,6715,1744,23-34,M,740,1472,2182,3030
3206,17295,4435,35-44,M,,1763,2610,3610
3207,23011,807,16-19,M,996,1976,2898,3981
3208,20068,4324,23-34,M,968,1837,2722,3777
3209,5476,1447,23-34,M,729,1419,2116,2954
3210,26479,6031,35-44,M,979,2002,3011,4252
3211,8513,2146,23-34,M,840,1556,2281,3150
3212,30679,5390,45-54,M,1162,2267,3302,4727
3213,4103,1381,35-44,M,731,1398,2038,2853
3214,4723,999,45-54,M,730,1426,2101,2903
3216,9785,2374,23-34,M,754,1516,2292,3226
3217,16691,4329,35-44,M,1149,2095,2725,3582
3265,6222,1636,23-34,M,,1524,2209,2997
3266,10007,2422,23-34,M,788,1612,2370,3242
3267,6748,2135,35-44,M,688,1413,2149,3032
3268,15431,4050,35-44,M,942,1757,2564,3521
3270,5819,249,16-19,M,752,1409,2104,2974
3271,7010,2199,35-44,M,,1500,2211,3049
3272,1388,378,23-34,M,627,1228,1824,2548
3274,5210,1383,23-34,M,730,1433,2121,2935
3275,7599,1614,45-54,M,750,1475,2224,3087
3276,26876,5284,23-34,M,978,2021,3055,4286
3277,1973,62,55+,M,653,1281,1894,2644
3278,86,25,35-44,M,502,1002,1496,2083
3284,813,228,23-34,M,595,1177,1754,2441
3285,5680,1502,23-34,M,659,1326,2033,2965
3286,18414,4618,35-44,M,909,1786,2642,3675
3287,1326,52,20-22,M,627,1238,1838,2539
3288,399,74,45-54,M,564,1126,1675,2316
3289,1216,327,23-34,M,650,1254,1847,2519
3290,92,15,45-54,M,507,1009,1496,2089
3291,31026,5426,45-54,M,1176,2266,3409,4780
3292,12228,501,16-19,M,,1655,2441,3358
3293,14717,2988,45-54,M,947,1836,2626,3484
3294,9288,2274,23-34,M,867,1600,2342,3194
3295,1352,54,20-22,M,627,1238,1837,2543
3296,500,94,45-54,M,571,1124,1681,2355
3297,63,11,45-54,M,503,1001,1481,2043
3298,4237,1419,35-44,M,696,1373,2039,2864
3299,788,38,16-19,M,550,1135,1718,2436
3300,7744,2383,35-44,M,766,1466,2184,3097
3301,5572,1473,23-34,M,776,1484,2156,2960
3303,17002,536,20-22,M,823,1721,2575,3595
3304,4371,1173,23-34,M,688,1362,2045,2873
3305,23529,5530,35-44,M,983,1927,2872,4017
3306,3011,632,45-54,M,730,1393,2037,2758
3307,19118,1162,55+,M,880,1792,2666,3719
3308,1738,460,23-34,M,,1344,1922,2609
3309,4232,1147,23-34,M,751,1450,2107,2863
3310,30022,972,16-19,M,,2157,3137,4623
3330,11874,3317,35-44,M,916,1747,2504,3340
3331,11927,2810,23-34,M,795,1593,2380,3343
3332,6068,1271,45-54,M,768,1476,2167,2989
3333,21676,4546,23-34,M,952,1823,2721,3886
3338,7851,1672,45-54,M,778,1569,2264,3106
3339,12775,3526,35-44,M,854,1677,2490,3386
3340,9276,2270,23-34,M,814,1551,2285,3194
3341,15446,3528,23-34,M,820,1639,2483,3522
3342,12227,2576,45-54,M,819,1602,2428,3358
3343,12880,2683,45-54,M,900,1707,2482,3393
3344,20810,5052,35-44,M,864,1769,2692,3825
3346,11870,2501,45-54,M,830,1584,2394,3340
3348,689,264,35-44,M,575,1148,1720,2407
3349,14204,3274,23-34,M,856,1686,2522,3460
3350,1787,362,45-54,M,656,1285,1897,2617
3351,1653,615,35-44,M,653,1284,1904,2595
3352,32118,6909,35-44,M,1109,2460,3475,4969
3353,2963,1034,35-44,M,727,1405,2033,2753
3354,28362,5479,23-34,M,1019,1976,2955,4433
3355,12105,2550,45-54,M,,1649,2426,3353
3356,22384,4661,23-34,M,969,1910,2831,3934
3365,452,83,45-54,M,590,1146,1699,2343
3366,2385,92,20-22,M,714,1374,2002,2687
3403,3151,151,16-19,M,660,1306,1965,2772
3404,1236,458,35-44,M,619,1220,1808,2522
3405,29568,6513,35-44,M,1080,2237,3289,4564
3406,9499,345,20-22,M,826,1594,2328,3207
3407,3551,740,45-54,M,718,1386,2036,2809
3409,2863,998,35-44,M,694,1340,1979,2742
3410,29150,5184,45-54,M,1040,2061,3078,4516
3411,994,37,20-22,M,616,1196,1753,2473
3412,6562,2080,35-44,M,771,1492,2175,3019
3415,17167,4414,35-44,M,986,1841,2657,3603
3418,7315,1546,45-54,M,747,1469,2193,3068
3423,15183,3486,23-34,M,916,1721,2530,3509
3429,14431,3855,35-44,M,855,1651,2449,3470
3430,4087,845,45-54,M,703,1387,2060,2852
3432,8063,1725,45-54,M,752,1468,2219,3121
3500,9375,395,16-19,M,668,1378,2226,3199
3501,202,33,45-54,M,515,1045,1566,2206
3502,5111,1359,23-34,M,705,1385,2080,2929
3503,9658,404,16-19,M,815,1604,2326,3217
3504,7343,1550,45-54,M,,1505,2222,3070
3505,18566,4656,35-44,M,977,1890,2740,3683
3506,10286,2989,35-44,M,770,1536,2303,3256
3507,803,301,35-44,M,580,1157,1732,2439
3538,558,213,35-44,M,600,1168,1727,2372
3539,1396,282,45-54,M,590,1200,1808,2551
3541,31599,5862,23-34,M,1150,2279,3345,4868
3542,24771,5734,35-44,M,995,1971,2932,4111
3543,23923,4874,23-34,M,1024,1966,2910,4050
3544,340,124,35-44,M,578,1125,1658,2290
3545,848,316,35-44,M,613,1192,1762,2447
3546,11559,2746,23-34,M,823,1621,2403,3325
3547,11558,3261,35-44,M,823,1621,2403,3325
3548,6208,1631,23-34,M,770,1487,2169,2996
3549,3292,1135,35-44,M,727,1396,2039,2786
3550,9902,2117,45-54,M,767,1537,2302,3235
3551,12097,2837,23-34,M,823,1620,2405,3352
3552,15266,607,16-19,M,977,1808,2589,3513
3580,25807,5918,35-44,M,1023,1983,2955,4193
3581,7250,306,16-19,M,745,1425,2150,3064
3582,5380,238,16-19,M,705,1405,2095,2948
3583,31577,6838,35-44,M,1145,2414,3647,4863
3584,31512,6834,35-44,M,1132,2240,3321,4853
3585,5547,1158,45-54,M,,1491,2183,2958
3586,7067,2212,35-44,M,745,1484,2231,3053
3587,2717,753,23-34,M,700,1352,1980,2725
3588,1723,350,45-54,M,688,1322,1922,2606
3589,151,50,35-44,M,519,1036,1542,2156
3590,2560,533,45-54,M,675,1301,1914,2709
3591,2682,738,23-34,M,691,1331,1956,2721
3592,3071,1059,35-44,M,704,1356,1992,2764
3593,9964,2913,35-44,M,757,1507,2282,3239
3594,11500,2733,23-34,M,832,1623,2405,3322
3595,1499,40,55+,M,627,1247,1857,2572
3596,30863,6722,35-44,M,1122,2207,3294,4753
3597,12088,2834,23-34,M,823,1620,2405,3352
3598,20351,4973,35-44,M,949,1870,2689,3796
3603,16742,3768,23-34,M,,1630,2465,3584
3604,7773,1657,45-54,M,750,1479,2189,3099
3605,2938,616,45-54,M,677,1328,1999,2750
3607,1717,349,45-54,M,610,1222,1831,2605
3643,21063,5093,35-44,M,882,1740,2630,3844
3644,9943,2909,35-44,M,828,1575,2350,3238
3645,14839,3410,23-34,M,,1682,2485,3490
3647,6093,1604,23-34,M,738,1466,2158,2990
3648,5510,1456,23-34,M,766,1477,2157,2956
3649,5505,1455,23-34,M,767,1477,2157,2956
3650,3328,1150,35-44,M,729,1390,2038,2789
3651,11494,2429,45-54,M,841,1634,2401,3322
3652,3715,1258,35-44,M,678,1352,2028,2822
3698,18573,3644,45-54,M,885,1755,2615,3684
3700,10034,2149,45-54,M,861,1657,2414,3244
3702,25665,5889,35-44,M,,2029,3024,4181
3705,9412,240,45-54,F,786,1541,2286,3201
3706,33579,797,20-22,M,1190,2618,3837,5447
3707,10248,2980,35-44,M,755,1534,2294,3254
3711,33461,6053,23-34,M,1190,2406,3603,5390
3752,11978,3338,35-44,M,,1645,2445,3346
3754,5678,1501,23-34,M,786,1500,2183,2965
3801,6192,1295,45-54,M,,1463,2156,2995
3803,9447,2308,23-34,M,847,1606,2337,3203
3804,1338,271,45-54,M,617,1228,1826,2540
3805,31821,5885,23-34,M,1143,2242,3323,4908
3806,9155,386,16-19,M,,1600,2330,3187
3807,1384,509,35-44,M,621,1216,1818,2547
3808,22049,4607,23-34,M,980,1875,2810,3912
3809,50,6,20-22,M,461,939,1434,2021
3811,23128,4765,23-34,M,,1948,2895,3990
3812,7185,149,45-54,F,663,1373,2172,3060
3813,17358,3448,45-54,M,959,1815,2641,3614
3814,837,313,35-44,M,594,1179,1757,2446
3815,1775,470,23-34,M,660,1288,1906,2615
3816,9458,2797,35-44,M,847,1607,2338,3204
3817,24605,1555,55+,M,949,1914,2898,4099
3818,14760,3924,35-44,M,855,1634,2473,3486
3819,6595,1391,45-54,M,780,1498,2175,3020
3820,12075,2542,45-54,M,816,1601,2382,3351
3821,6075,1273,45-54,M,698,1419,2135,2989
3822,10828,3104,35-44,M,811,1581,2349,3289
3823,4215,877,45-54,M,,1394,2056,2862
3825,2947,1029,35-44,M,698,1365,2010,2751
3826,55,9,45-54,M,498,993,1470,2032
3827,10837,2590,23-34,M,822,1603,2352,3290
3828,26186,5985,35-44,M,1055,2068,3029,4227
3829,8677,367,16-19,M,809,1561,2293,3159
3830,23212,4780,23-34,M,1113,2112,2985,3995
3831,5574,1160,45-54,M,749,1458,2129,2960
3832,993,369,35-44,M,596,1178,1761,2473
3901,14550,3882,35-44,M,,1718,2518,3476
3902,26592,1673,55+,M,1074,2033,2911,4260
3903,14464,3860,35-44,M,904,1712,2496,3472
3904,16084,3654,23-34,M,897,1746,2590,3552
3905,5294,233,16-19,M,786,1505,2218,2941
3906,302,7,55+,M,546,1093,1623,2266
3907,11701,2773,23-34,M,,1645,2393,3332
3908,6,3,23-34,M,442,893,1334,1850
3909,17330,3442,45-54,M,880,1750,2614,3612
3910,660,127,45-54,M,600,1183,1741,2397
3911,33904,2332,45-54,F,1087,2618,4537,5805
3912,4301,902,45-54,M,768,1448,2106,2869
3914,670,129,45-54,M,614,1184,1742,2401
3915,1328,489,35-44,M,579,1191,1804,2539
3916,16043,3648,23-34,M,,1755,2588,3550
3917,15691,3570,23-34,M,807,1613,2463,3534
3918,18343,3606,45-54,M,,1877,2720,3670
3919,6891,1455,45-54,M,739,1461,2174,3040
3920,30347,5727,23-34,M,1017,1974,2953,4675
3921,25197,5808,35-44,M,1027,1947,2847,4143
3922,8071,1727,45-54,M,,1582,2296,3121
3923,23415,4392,45-54,M,1023,1967,2876,4010
3924,27333,1711,55+,M,1012,1962,2892,4329
3925,32578,6970,35-44,M,1091,2301,3438,5063
3926,9508,2324,23-34,M,801,1574,2325,3207
3927,27926,5419,23-34,M,1113,2171,3137,4383
3928,22068,5291,35-44,M,1036,1981,2882,3913
3929,24257,4510,45-54,M,,1907,2814,4074
3930,21963,1376,55+,M,1035,1980,2881,3904
3983,816,160,45-54,M,581,1166,1743,2442
3984,8139,1740,45-54,M,792,1549,2291,3124
4002,22388,5344,35-44,M,1069,1969,2865,3935
4003,5945,1567,23-34,M,704,1446,2155,2982
4006,32946,7035,35-44,M,1167,2362,3538,5169
4007,1852,691,35-44,M,677,1302,1915,2626
4008,2053,428,45-54,M,668,1307,1921,2652
4009,18053,4550,35-44,M,,1748,2590,3653
4010,6480,309,55+,M,814,1530,2235,3014
4011,5628,1828,35-44,M,751,1457,2139,2962
4012,387,71,45-54,M,577,1140,1678,2311
4013,13198,3071,23-34,M,839,1636,2426,3407
4014,6153,1288,45-54,M,809,1504,2189,2993
4015,138,44,35-44,M,507,1009,,2145
4085,16184,631,16-19,M,912,1762,2581,3557
4086,16468,3291,45-54,M,787,1603,2452,3570
4088,10104,363,20-22,M,,1588,2333,3248
4089,22074,5293,35-44,M,,1857,2759,3914
4091,15206,3066,45-54,M,918,1737,2553,3510
4092,15732,3579,23-34,M,1141,1956,2711,3536
4093,25783,5127,23-34,M,930,1944,3001,4191
4094,17406,3454,45-54,M,879,1733,2597,3616
4095,7680,1633,45-54,M,767,1486,2212,3092
4096,6036,1937,35-44,M,,1483,2162,2987
4097,8840,316,20-22,M,,1505,2294,3169
4098,27091,4891,45-54,M,1049,2138,3095,4308
4099,12351,2887,23-34,M,933,1757,2491,3364
4100,33746,2156,55+,M,1187,2378,3671,5579
4163,20244,1254,55+,M,958,1826,2718,3789
4166,1861,494,23-34,M,690,1310,1924,2627
4167,11693,2771,23-34,M,784,1552,2335,3332
4201,3321,1148,35-44,M,,1361,2018,2788
4202,1924,718,35-44,M,613,1240,1874,2637
4207,4650,979,45-54,M,710,1391,2067,2895
4208,230,82,35-44,M,523,1054,1574,2227
4209,14477,3322,23-34,M,786,1573,2382,3472
4210,26477,6030,35-44,M,,1982,2984,4252
4211,17029,3821,23-34,M,908,1735,2543,3597
4212,19725,3821,45-54,M,942,1784,2632,3756
4213,7266,1533,45-54,M,869,1602,2298,3066
4214,7,1,45-54,M,444,897,1335,1851
4216,21387,5159,35-44,M,938,1835,2743,3864
4218,6853,1442,45-54,M,810,1535,2218,3038
4219,1030,287,23-34,M,2876,1254,1818,2480
4220,27069,4888,45-54,M,1030,2132,3149,4305
4221,1070,295,23-34,M,610,1204,1789,2490
4222,5087,1350,23-34,M,737,1457,2137,2928
4224,2505,110,16-19,M,714,1345,1960,2702
4225,15096,947,23-34,F,958,1829,2639,3504
4226,10743,2286,45-54,M,885,1644,2380,3284
4227,14447,582,16-19,M,916,1766,2573,3471
4228,71,20,35-44,M,488,985,1464,2056
4229,3342,698,45-54,M,696,1359,2004,2789
4230,5175,1694,35-44,M,768,1495,2164,2933
4231,1240,334,23-34,M,586,1196,1805,2522
4232,6844,2165,35-44,M,621,1195,2076,3038
4233,27128,4898,45-54,M,1042,2003,2966,4311
4234,27120,715,20-22,M,1042,2002,2966,4310
4236,245,74,23-34,M,565,1103,1622,2235
4270,2879,1004,35-44,M,695,1350,1994,2744
4271,1484,552,35-44,M,603,1200,1800,2568
4272,2515,34,35-44,F,726,1383,1990,2704
4273,8445,2132,23-34,M,733,1428,2184,3144
4302,17025,3385,45-54,M,797,1640,2539,3596
4303,33400,7087,35-44,M,1162,2287,3428,5364
4304,54,17,35-44,M,484,981,1460,2030
4305,24227,5641,35-44,M,1014,1995,2934,4072
4306,9154,332,35-44,F,820,1595,2330,3187
4308,2552,904,35-44,M,651,1299,1937,2708
4309,951,193,45-54,M,603,1192,1765,2465
4311,5458,241,55+,M,747,1448,2122,2953
4312,33651,799,20-22,M,1167,2328,3580,5488
4314,33909,5736,45-54,M,1282,2687,4045,5809
4315,24926,4613,45-54,M,956,1916,2898,4122
4316,10389,3009,35-44,M,762,1521,2287,3263
4317,2439,508,45-54,M,685,1339,1959,2693
4401,17291,667,16-19,M,877,1754,2608,3610
4402,7502,2329,35-44,M,,1502,2227,3080
4403,2864,999,35-44,M,621,1270,1943,2742
4404,5526,1460,23-34,M,731,1419,2094,2957
4405,5683,1503,23-34,M,,1377,2089,2966
4406,4834,1276,23-34,M,712,1406,2095,2909
4407,1284,474,35-44,M,584,1188,1805,2532
4409,8947,2673,35-44,M,759,1490,2244,3176
4410,648,245,35-44,M,577,1155,1719,2393
4411,7705,2375,35-44,M,,1489,2209,3094
4413,16930,3365,45-54,M,843,1696,2549,3593
4416,21197,5118,35-44,M,958,1879,2764,3851
4417,18054,3994,23-34,M,844,1716,2583,3653
4418,18040,1101,55+,M,845,1715,2583,3652
4419,2433,680,23-34,M,701,1346,1963,2693
4420,25049,5780,35-44,M,1072,2097,3034,4130
4431,180,27,45-54,M,519,1047,1563,2181
4432,1676,448,23-34,M,642,1259,1879,2598
4433,3657,998,23-34,M,645,1316,1999,2818
4434,3041,830,23-34,M,655,1287,1940,2761
4502,10151,2174,45-54,M,781,1541,2296,3250
4503,15335,3104,45-54,M,881,1734,2562,3516
4504,2677,736,23-34,M,,1346,1983,2720
4505,16213,981,55+,M,,1653,2500,3558
4506,2065,432,45-54,M,,1296,1906,2653
4509,10889,3118,35-44,M,802,1594,2367,3292
4510,11913,2806,23-34,M,814,1619,2439,3342
4512,9345,393,16-19,M,793,1571,2338,3197
4515,32172,772,20-22,M,1080,2126,3229,4978
4517,6783,250,20-22,M,,1490,2201,3034
4520,20539,741,16-19,M,889,1781,2690,3806
4522,3498,132,20-22,M,686,1372,2042,2803
4601,17183,3849,23-34,M,814,1698,2565,3604
4602,2739,126,16-19,M,638,1290,1939,2728
4603,6276,1316,45-54,M,754,1471,2166,3000
4604,10093,2164,45-54,M,828,1603,2389,3247
4605,5712,1193,45-54,M,788,1457,2136,2967
4606,1647,338,45-54,M,649,1274,1891,2594
4607,25798,5917,35-44,M,1025,2002,3008,4193
4609,33523,7105,35-44,M,1249,2499,3651,5418
4610,12427,2908,23-34,M,800,1600,2397,3369
4611,17235,4426,35-44,M,855,1677,2534,3607
4612,3245,116,55+,M,721,1390,2034,2781
4613,20641,612,20-22,M,948,1898,2791,3813
4614,20778,752,16-19,M,1056,2016,2880,3823
4616,11753,2785,23-34,M,863,1674,2443,3334
4618,24620,1557,55+,M,1053,2034,2993,4100
4620,1671,340,45-54,M,636,1237,1861,2597
4621,33737,800,20-22,M,,3051,4182,5562
4676,16572,527,20-22,M,901,1724,2571,3575
4677,8153,2491,35-44,M,,1577,,3125
4678,13692,3688,35-44,M,936,1743,2529,3433
4679,3558,968,23-34,M,647,1334,2012,2809
4701,29934,5282,45-54,M,1054,2139,3216,4608
4702,1673,447,23-34,M,674,1274,1889,2597
4703,7175,2250,35-44,M,762,1491,2240,3059
4704,27690,924,16-19,M,1043,2066,3040,4358
4705,12076,2829,23-34,M,,1697,2443,3352
4706,33961,5741,45-54,M,1351,2599,3947,5872
4707,26939,5294,23-34,M,,,2894,4291
4708,15989,3201,45-54,M,842,1697,2534,3548
4709,30580,5746,23-34,M,1120,2192,3280,4711
4710,9495,2041,45-54,M,726,1480,2241,3207
4711,10201,2969,35-44,M,814,1612,2381,3253
4712,22089,4201,45-54,M,,1947,2863,3914
4713,370,134,35-44,M,562,1128,1667,2305
4715,23109,5469,35-44,M,1010,1956,2851,3988
4716,10887,2603,23-34,M,909,1662,2420,3292
4717,3492,131,20-22,M,726,1387,2020,2803
4718,18226,4027,23-34,M,992,1945,2760,3662
4719,1923,73,20-22,M,625,1234,1864,2637
4720,1031,210,45-54,M,603,1188,1771,2480
4721,18850,4702,35-44,M,933,1798,2643,3702
4722,602,170,23-34,M,538,1112,1694,2383
4723,32231,5556,45-54,M,1171,2367,3520,4989
4724,6122,1963,35-44,M,722,1435,2145,2992
4725,24397,4538,45-54,M,1082,2055,2902,4083
4726,23341,4800,23-34,M,975,1948,2889,4004
4727,30753,6703,35-44,M,1067,2164,3314,4739
4728,13844,813,55+,M,818,1617,2409,3441
4729,6826,2161,35-44,M,706,1418,2128,3036
4730,10859,448,16-19,M,910,1662,2420,3291
4731,9428,2302,23-34,M,813,1582,2329,3202
4732,4673,1553,35-44,M,727,1411,2085,2897
4734,12525,2931,23-34,M,,1668,2455,3374
4735,19286,1183,55+,M,910,1815,2702,3728
4737,3092,841,23-34,M,712,1358,2016,2766
4738,7954,2438,35-44,M,796,1518,2246,3112
